      1          6           0       -3.644331    0.710310   -0.205447
      2          6           0       -2.413312    1.414966    0.015400
      3          6           0       -1.209365    0.753200    0.124780
      4          6           0       -1.250038   -0.660206    0.116573
      5          6           0       -2.474720   -1.354330   -0.164300
      6          6           0       -3.672556   -0.676910   -0.296214
      7          6           0        0.053883    1.439211    0.251191
      8          6           0       -0.033898   -1.417254    0.510906
      9          6           0        1.244521   -0.692705    0.151633
     10          6           0        1.256615    0.730513    0.153842
     11          6           0        2.496480    1.400260   -0.023967
     12          1           0        2.508881    2.484658   -0.010670
     13          6           0        3.648810    0.685999   -0.246301
     14          6           0        3.606477   -0.712238   -0.296372
     15          6           0        2.406639   -1.393755   -0.098129
     16          1           0        0.058254    2.522799    0.282265
     17          1           0       -4.553331    1.287922   -0.334958
     18          1           0       -2.445092    2.497051    0.095518
     19          1           0       -2.439249   -2.435803   -0.251242
     20          1           0       -4.595903   -1.204905   -0.492414
     21          1           0       -0.068323   -1.528603    1.610687
     22          1           0        4.589772    1.201946   -0.392392
     23          1           0        4.517065   -1.273667   -0.469771
     24          1           0        2.394610   -2.478325   -0.109509
     25          1           0       -0.057914   -2.435444    0.110908
