      1          6           0       3.707040   -0.719441     0.000000 
      2          6           0       2.481010   -1.411201     0.000000 
      3          6           0       1.248520   -0.730971     0.000000 
      4          6           0       1.272030    0.679119     0.000000 
      5          6           0       2.509650    1.365219     0.000000 
      6          6           0       3.722810    0.672869     0.000000 
      7          6           0       0.000000   -1.433691     0.000000 
      8          6           0       0.000000    1.461689     0.000000 
      9          6           0      -1.272030    0.679119     0.000000 
     10          6           0      -1.248520   -0.730971     0.000000 
     11          6           0      -2.481010   -1.411201     0.000000 
     12          1           0      -2.486940   -2.496221     0.000000 
     13          6           0      -3.707040   -0.719441     0.000000 
     14          6           0      -3.722810    0.672869     0.000000 
     15          6           0      -2.509650    1.365219     0.000000 
     16          1           0       0.000000   -2.516291     0.000000 
     17          1           0       4.634710   -1.279761     0.000000 
     18          1           0       2.486940   -2.496221     0.000000 
     19          1           0       2.510320    2.450849     0.000000 
     20          1           0       4.660660    1.214889     0.000000 
     21          1           0       0.000000    2.150839     0.862790 
     22          1           0      -4.634710   -1.279761     0.000000 
     23          1           0      -4.660660    1.214889     0.000000 
     24          1           0      -2.510320    2.450849     0.000000 
     25          1           0       0.000000    2.150839    -0.862790 
