  6   -0.0000000    2.4926549    1.3604310
  6   -0.0000000    3.7015080    0.6719886
  6   -0.0000000    3.6838611   -0.7138298
  6   -0.0000000    2.4631562   -1.4075381
  6   -0.0000000   -2.4631562   -1.4075381
  6   -0.0000000   -3.6838611   -0.7138298
  6   -0.0000000   -3.7015080    0.6719886
  6   -0.0000000   -2.4926549    1.3604310
  6    0.0000000   -0.0000000    1.4533694
  6    0.0000000    0.0000000   -1.4291887
  6   -0.0000000    1.2620555    0.6770653
  6   -0.0000000    1.2374709   -0.7308044
  6   -0.0000000   -1.2620555    0.6770653
  6   -0.0000000   -1.2374709   -0.7308044
  1   -0.0000000    2.4880712    2.4436473
  1   -0.0000000    4.6367530    1.2116887
  1   -0.0000000    4.6092621   -1.2723489
  1   -0.0000000    2.4675498   -2.4900588
  1    0.0000000    0.0000000   -2.5102663
  1   -0.0000000   -2.4675498   -2.4900588
  1   -0.0000000   -4.6092621   -1.2723489
  1   -0.0000000   -4.6367530    1.2116887
  1   -0.0000000   -2.4880712    2.4436473
  1   -0.8595855    0.0000000    2.1457874
  1    0.8595855   -0.0000000    2.1457874
