1        6        0        3.6889860        -0.7152550        -0.0000090
2        6        0        2.4664760        -1.4089590        0.0000020
3        6        0        1.2390750        -0.7318130        0.0000060
4        6        0        1.2644400        0.6774500        0.0000010
5        6        0        2.4963720        1.3618570        -0.0000130
6        6        0        3.7071490        0.6728890        -0.0000180
7        6        0        0.0000000        -1.4302670        0.0000130
8        6        0        0.0000000        1.4561860        0.0000170
9        6        0        -1.2644400        0.6774500        0.0000080
10        6        0        -1.2390750        -0.7318130        0.0000070
11        6        0        -2.4664760        -1.4089590        -0.0000040
12        1        0        -2.4697950        -2.4943910        -0.0000100
13        6        0        -3.6889860        -0.7152550        -0.0000090
14        6        0        -3.7071490        0.6728890        -0.0000060
15        6        0        -2.4963720        1.3618570        0.0000030
16        1        0        0.0000000        -2.5140650        0.0000160
17        1        0        4.6162960        -1.2758520        -0.0000120
18        1        0        2.4697950        -2.4943910        0.0000070
19        1        0        2.4909890        2.4478500        -0.0000180
20        1        0        4.6445670        1.2139380        -0.0000290
21        1        0        -0.0000020        2.1506810        0.8616570
22        1        0        -4.6162960        -1.2758520        -0.0000150
23        1        0        -4.6445670        1.2139380        -0.0000090
24        1        0        -2.4909890        2.4478500        0.0000090
25        1        0        0.0000020        2.1507290        -0.8615820
