  6   -2.3664712   -1.5514490    0.0000000
  6   -2.3178116   -2.9422257    0.0000000
  6   -1.0862708   -3.5908250    0.0000000
  6    0.0863910   -2.8546207    0.0000000
  6    2.3838822    1.5028962    0.0000000
  6    2.3529597    2.9263895    0.0000000
  6    1.1482120    3.6020892    0.0000000
  6   -0.0213676    2.8532789    0.0000000
  6   -1.2834604    0.6927117    0.0000000
  6    1.2495835   -0.6936280    0.0000000
  6   -1.1996811   -0.7961993    0.0000000
  6    0.0596046   -1.4451433    0.0000000
  6    0.0000000    1.4254904    0.0000000
  6    1.2195572    0.7401530    0.0000000
  1   -3.3252483   -1.0478859    0.0000000
  1   -3.2343615   -3.5140593    0.0000000
  1   -1.0425270   -4.6705823    0.0000000
  1    1.0440406   -3.3585486    0.0000000
  1    2.2049267   -1.1994548    0.0000000
  1    3.3454938    1.0050732    0.0000000
  1    3.2890718    3.4672649    0.0000000
  1    1.1131774    4.6808755    0.0000000
  1   -0.9842065    3.3498999    0.0000000
  1   -1.8805658    1.0369547    0.8608419
  1   -1.8805658    1.0369547   -0.8608419
