6, 3.71830, -0.69503, 0.00000
6, 2.45579, -1.38628, 0.00000
6, 1.23383, -0.71294, 0.00000
6, 1.26552, 0.66801, 0.00000
6, 2.53957, 1.36786, 0.00000
6, 3.75180, 0.68722, 0.00000
6, -0.06004, -1.43515, 0.00000
6, 0.01061, 1.47691, 0.00000
6, -1.28034, 0.69466, 0.00000
6, -1.26283, -0.74605, 0.00000
6, -2.51563, -1.43885, 0.00000
1, -2.50967, -2.52367, 0.00000
6, -3.70592, -0.74861, 0.00000
6, -3.70362, 0.65632, 0.00000
6, -2.49412, 1.35988, 0.00000
1, -0.04808, -2.51810, 0.00000
1, 4.63179, -1.27808, 0.00000
1, 2.47139, -2.47203, 0.00000
1, 2.52633, 2.45304, 0.00000
1, 4.69027, 1.22717, 0.00000
1, 0.04317, 2.15721, 0.86583
1, -4.64654, -1.28722, 0.00000
1, -4.64117, 1.19965, 0.00000
1, -2.51356, 2.44558, 0.00000
1, 0.04317, 2.15721, -0.86583
