      1          6           0       -3.651730    0.786850   -0.000010
      2          6           0       -2.442470    1.435350   -0.000010
      3          6           0       -1.239740    0.687980    0.000000
      4          6           0       -1.273300   -0.730740    0.000010
      5          6           0       -2.506030   -1.364110    0.000010
      6          6           0       -3.676250   -0.615070    0.000000
      7          6           0        0.000000    1.342750    0.000010
      8          6           0        0.000000   -1.514990    0.000020
      9          6           0        1.273300   -0.730740    0.000000
     10          6           0        1.239740    0.687980    0.000020
     11          6           0        2.442470    1.435350    0.000010
     12          1           0        2.389540    2.519000    0.000020
     13          6           0        3.651730    0.786850   -0.000010
     14          6           0        3.676250   -0.615070   -0.000030
     15          6           0        2.506030   -1.364110   -0.000020
     16          1           0        0.000000    2.432200    0.000010
     17          1           0       -4.578690    1.345940   -0.000020
     18          1           0       -2.389540    2.519000   -0.000020
     19          1           0       -2.557620   -2.447600    0.000020
     20          1           0       -4.631710   -1.128700    0.000000
     21          1           0        0.000000   -2.189530    0.868080
     22          1           0        4.578690    1.345940   -0.000010
     23          1           0        4.631710   -1.128700   -0.000050
     24          1           0        2.557620   -2.447600   -0.000040
     25          1           0        0.000000   -2.189590   -0.867980
