6, 3.68899, -0.71525, -0.00001
6, 2.46648, -1.40896, -0.00000
6, 1.23907, -0.73181, 0.00001
6, 1.26444, 0.67745, 0.00001
6, 2.49637, 1.36186, 0.00000
6, 3.70715, 0.67289, -0.00001
6, 0.00000, -1.43027, 0.00001
6, 0.00000, 1.45619, 0.00002
6, -1.26444, 0.67745, 0.00000
6, -1.23907, -0.73181, 0.00001
6, -2.46648, -1.40896, 0.00000
1, -2.46979, -2.49439, 0.00001
6, -3.68899, -0.71525, -0.00001
6, -3.70715, 0.67289, -0.00002
6, -2.49637, 1.36186, -0.00001
1, 0.00000, -2.51406, 0.00002
1, 4.61630, -1.27585, -0.00002
1, 2.46979, -2.49439, -0.00001
1, 2.49099, 2.44785, 0.00001
1, 4.64457, 1.21394, -0.00001
1, -0.00000, 2.15068, 0.86166
1, -4.61630, -1.27585, -0.00001
1, -4.64457, 1.21394, -0.00003
1, -2.49099, 2.44785, -0.00002
1, 0.00000, 2.15073, -0.86158
