C,2.4944,1.36907,0.0
C,3.70342,0.68146,0.0
C,3.68479,-0.70351,0.0
C,2.46107,-1.39794,-0.0
C,-2.46527,-1.39972,-0.0
C,-3.68289,-0.70682,-0.0
C,-3.69954,0.67986,0.0
C,-2.49092,1.36912,0.0
C,0.0009,1.46206,-0.0
C,-0.00305,-1.42053,-0.0
C,1.2611,0.68458,0.0
C,1.23658,-0.72196,0.0
C,-1.26301,0.68696,0.0
C,-1.2384,-0.72227,0.0
H,2.48861,2.4523,-0.0
H,4.63859,1.2211,0.0
H,4.60934,-1.26351,-0.0
H,2.46658,-2.48049,-0.0
H,-0.00267,-2.50161,-0.0
H,-2.46857,-2.48217,-0.0
H,-4.60915,-1.26384,-0.0
H,-4.63486,1.21963,0.0
H,-2.4876,2.45232,0.0
H,0.00469,2.1545,-0.85947
H,0.00469,2.1545,0.85947
